Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Preoccupations,Calgary,CA,CA-AB,en
"Prince Fatty & Hollie Cook",London,GB,GB-LND,en
Professor Longhair,New Orleans,US,US-LA,en
Prometheus,London,GB,GB-LND,en
Psychedelic Porn Crumpets,Perth,AU,AU-WA,en
Pyar Jhukta Nahin,Mumbai,IN,IN-MH,hi
Q Lazarus,New York City,US,US-NY,en
"QUIÑ",Los Angeles,US,US-CA,en
"Quantic and his Combo Barbaro",Reading,GB,GB-RDG,en
"Quantic, Flowering Inferno",Reading,GB,GB-RDG,en
Quarters of Change,New York City,US,US-NY,en
Quicksilver Messenger Service,San Francisco,US,US-CA,en
Quilapayún,Santiago,CL,CL-RM,es
R.B.T. Orchester,Berlin,DE,DE-BE,de
Radio 4,Brooklyn,US,US-NY,en
Rain Tree Crow,London,GB,GB-LND,en
Rare Earth,Detroit,US,US-MI,en
Raul Seixas,Salvador,BR,BR-BA,pt
Rayana Jay,Richmond,US,US-CA,en
Real McCoy,Berlin,DE,DE-BE,en
Red Dons,Portland,US,US-OR,en
Red Rockers,New Orleans,US,US-LA,en
Reel 2 Real,New York City,US,US-NY,en
Rehab,Warner Robins,US,US-GA,en
"Reik, Sech",Mexicali,MX,MX-BCN,es
René and Angela,Los Angeles,US,US-CA,en
Requiem For A Dream (Clint Mansell),London,GB,GB-LND,en
"Residente, Busta Rhymes",San Juan,PR,PR,es
Revelation Theory,New York City,US,US-NY,en
Richard Snow,London,GB,GB-LND,en
Richard Swift,California,US,US-CA,en
Rishi Kapoor,Mumbai,IN,IN-MH,hi
Rites of Spring,"Washington, D.C.",US,US-DC,en
Ritmo Peligroso,Mexico City,MX,MX-CMX,es
Rob Dougan,Sydney,AU,AU-NSW,en
Rob49,New Orleans,US,US-LA,en
Robbie Dupree,Brooklyn,US,US-NY,en
"Robert Fripp, Brian Eno",Wimborne Minster,GB,GB-DOR,en
"Robert Randolph & The Family Band",Orange,US,US-NJ,en
"Roberta Flack And Donny Hathaway",Asheville,US,US-NC,en
Robin Trower,London,GB,GB-LND,en
Rocko,Atlanta,US,US-GA,en
Romain Virgo,Stepney,JM,JM-12,en
Romare,London,GB,GB-LND,en
Romilio Orellana,Santiago,CL,CL-RM,es
"Ronald Shannon Jackson & The Decoding Society",Fort Worth,US,US-TX,en
Roots Radics,Kingston,JM,JM-01,en
"Roscoe Dash ft. Soulja Boy",Little Rock,US,US-AR,en
"Rubber Zebra",London,GB,GB-LND,en
"Rusco, Amber Coffman, Sub Focus",Leeds,GB,GB-LDS,en
Rusted Root,Pittsburgh,US,US-PA,en
Ryan Cabrera,Dallas,US,US-TX,en
S-Crew,Paris,FR,FR-75,fr
"SLF (Street Level Funk)",London,GB,GB-LND,en
SLIFT,Toulouse,FR,FR-31,en
STRFKR,Portland,US,US-OR,en
Saib,Casablanca,MA,MA-CAS,en
Saint Pepsi,Skaneateles,US,US-NY,en
"Salt 'N' Pepa, En Vogue",New York City,US,US-NY,en
Sam Baker,Itasca,US,US-TX,en
Sam Dillon,New York City,US,US-NY,en
Sam The Sham and The Pharaohs,Dallas,US,US-TX,en
Sanford Townsend Band,Alabama,US,US-AL,en
Sango,Seattle,US,US-WA,en
Santa Sabina,Mexico City,MX,MX-CMX,es
Sault,London,GB,GB-LND,en
"Savages & Tripcat",London,GB,GB-LND,en
Say Hi,Seattle,US,US-WA,en
School of Fish,Los Angeles,US,US-CA,en
Scorn,Birmingham,GB,GB-BIR,en
Screaming Jay Hawkins,Cleveland,US,US-OH,en
Screaming Trees,Ellensburg,US,US-WA,en
Sea Wolf,Los Angeles,US,US-CA,en
Sen Morimoto,Kyoto,JP,JP-26,en
Sergio Mendes & Brasil '66,Niterói,BR,BR-RJ,pt
Sevdaliza,Tehran,IR,IR-07,en
Seven Mary Three,Williamsburg,US,US-VA,en
Sex Gang Children,London,GB,GB-LND,en
Sex Pistols,London,GB,GB-LND,en
Sexion d'Assaut,Paris,FR,FR-75,fr
Shaboozey,Fairfax,US,US-VA,en
Shadows Fall,Springfield,US,US-MA,en
"Shakira, Grupo Frontera",Barranquilla,CO,CO-ATL,es
She Past Away,Bursa,TR,TR-16,tr
Sheer Mag,Philadelphia,US,US-PA,en
Shintaro Sakamoto,Osaka,JP,JP-27,ja
Siberian,Linköping,SE,SE-E,en
Silva Bumpa,Sheffield,GB,GB-SHF,en
Silver,Bergen,NO,NO-46,en
"Silver ft. Cybalt",London,GB,GB-LND,en
