Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"Dr. Dre feat. Xzibit & Tray-Dee",Compton,US,US-CA,en
"Dr. Dre, DeFari, Xzibit, Knoc-Turn'Al, Time Bomb, King T, MC Ren, Kokane",Compton,US,US-CA,en
"Dr. Dre, Eminem, Xzibit",Compton,US,US-CA,en
"Dr. Dre, Hittman, Kurupt, Ms. Roq",Compton,US,US-CA,en
"Dr. Dre, Knoc-Turn'Al, Hittman",Compton,US,US-CA,en
"Dr. John",New Orleans,US,US-LA,en
"Dr. Lonnie Smith",Lackawanna,US,US-NY,en
"Earl Scruggs, Doc Watson & Ricky Skaggs",Shelby,US,US-NC,en
"Edie Brickell & New Bohemians",Dallas,US,US-TX,en
"Emanuel",Louisville,US,US-KY,en
"Emigrate",Berlin,DE,DE-BE,en
"Empire Of The Sun",Sydney,AU,AU-NSW,en
"Eric B. & Rakim",Long Island,US,US-NY,en
"Fairfield Convention",London,GB,GB-LND,en
"Fairfield Four",Nashville,US,US-TN,en
"Fightstar",London,GB,GB-LND,en
"Five Man Electrical Band",Ottawa,CA,CA-ON,en
"Flight Of The Conchords",Wellington,NZ,NZ-WGN,en
"Florence + The Machine",London,GB,GB-LND,en
"Flyleaf Vs. The Legion Of Doom",Belton,US,US-TX,en
"Frank Zappa and The Mothers with Captain Beefheart",Baltimore,US,US-MD,en
