Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"Travis Scott, Justin Bieber, Young Thug",Houston,US,US-TX,en
"Travis Scott, Kanye West",Houston,US,US-TX,en
"Travis Scott, Quavo",Houston,US,US-TX,en
"Travis Scott, ScHoolboy Q",Houston,US,US-TX,en
"Travis Scott, Swae Lee, Chief Keef",Houston,US,US-TX,en
"Travis Scott, The Weeknd",Houston,US,US-TX,en
"Travis Scott, Toro y Moi",Houston,US,US-TX,en
"Travis Tritt",Marietta,US,US-GA,en
"Trick Daddy",Miami,US,US-FL,en
"Trisha Yearwood",Monticello,US,US-GA,en
"UPROXX Indie Mixtape",Los Angeles,US,US-CA,en
"Uffie",Miami,US,US-FL,en
"Usher, MSTRKRFT",Dallas,US,US-TX,en
"VILLAINS",New York City,US,US-NY,en
"Vanzetti & Sacco, Void Vision",Philadelphia,US,US-PA,en
"Walter Egan, Stevie Nicks",New York City,US,US-NY,en
"Warner Records Vault",Burbank,US,US-CA,en
"Wham!",Bushey,GB,GB-HRT,en
"Wiley",London,GB,GB-LND,en
"William S. Burroughs",St. Louis,US,US-MO,en
"Woolfy",Ojai,US,US-CA,en
"X.Y. Spaces",Sydney,AU,AU-NSW,en
"Yacht",Portland,US,US-OR,en
"Yelle",Saint-Brieuc,FR,FR-22,fr
"Yo-Yo Ma & Bobby McFerrin",Paris,FR,FR-75,en
"Young Buck",Nashville,US,US-TN,en
"Youssoupha, William MUNDAYA NA MPUTU, Youssoupha MABIKI",Kinshasa,CD,CD-KN,fr
"Z‐Ro",Houston,US,US-TX,en
"deadmau5",Niagara Falls,CA,CA-ON,en
"jazzandmilk",Munich,DE,DE-BY,en
"jclutch",London,GB,GB-LND,en
"t.A.T.u.",Moscow,RU,RU-MOW,ru
"산울림",Seoul,KR,KR-11,ko
