Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"Matt & Kim",Brooklyn,US,US-NY,en
"Metro Station",Los Angeles,US,US-CA,en
"Miike Snow",Stockholm,SE,SE-AB,en
"Mike + The Mechanics",London,GB,GB-LND,en
"Miniature Tigers",Phoenix,US,US-AZ,en
"Moodymann",Detroit,US,US-MI,en
"Mr. Bungle",Eureka,US,US-CA,en
"Mr. Mister",Los Angeles,US,US-CA,en
"Mt. Joy",Philadelphia,US,US-PA,en
"Mötley Crüe",Los Angeles,US,US-CA,en
"N.A.S.A",Los Angeles,US,US-CA,en
"N.W.A",Compton,US,US-CA,en
"Natalie Imbruglia",Sydney,AU,AU-NSW,en
"Neon Trees",Provo,US,US-UT,en
"Neşe Karaböcek",Istanbul,TR,TR-34,tr
"Noah and the Whale",London,GB,GB-LND,en
"O.A.R.",Rockville,US,US-MD,en
"The Instruction (Rock)",London,GB,GB-LND,en
"The J. Geils Band",Worcester,US,US-MA,en
"The Lonely Island",Berkeley,US,US-CA,en
"The Mighty Rhyeders",Miami,US,US-FL,en
"The Monkees",Los Angeles,US,US-CA,en
"The Pains of Being Pure at Heart",New York City,US,US-NY,en
"The Presets",Sydney,AU,AU-NSW,en
"The Soggy Bottom Boys",Nashville,US,US-TN,en
"The Stanley Brothers",McClure,US,US-VA,en
"The Whites",Wichita Falls,US,US-TX,en
"The Wombats",Liverpool,GB,GB-LIV,en
"Timmy Trumpet, Will Sparks, Code Black, Toneshifterz",Sydney,AU,AU-NSW,en
"Tony Bennett",New York City,US,US-NY,en
"Toy Tonics",Munich,DE,DE-BY,en
"Uffie",Miami,US,US-FL,en
"Usher, MSTRKRFT",Atlanta,US,US-GA,en
"VILLAINS",New York City,US,US-NY,en
"Vanzetti & Sacco, Void Vision",Philadelphia,US,US-PA,en
"Walter Egan, Stevie Nicks",New York City,US,US-NY,en
"Wham!",Bushey,GB,GB-HRT,en
"Wiley",London,GB,GB-LND,en
"William S. Burroughs",St. Louis,US,US-MO,en
"Woolfy",Ojai,US,US-CA,en
"X.Y. Spaces",Sydney,AU,AU-NSW,en
"Yacht",Portland,US,US-OR,en
"Yelle",Saint-Brieuc,FR,FR-22,fr
"Yo-Yo Ma & Bobby McFerrin",Paris,FR,FR-75,en
"Youssoupha, William MUNDAYA NA MPUTU, Youssoupha MABIKI",Kinshasa,CD,CD-KN,fr
"deadmau5",Niagara Falls,CA,CA-ON,en
"jazzandmilk",Munich,DE,DE-BY,en
"jclutch",London,GB,GB-LND,en
"t.A.T.u.",Moscow,RU,RU-MOW,ru
"산울림",Seoul,KR,KR-11,ko
