Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Petey Pablo,Greenville,US,US-NC,en
Phantom Planet,Los Angeles,US,US-CA,en
Pharrell Williams,Virginia Beach,US,US-VA,en
"Phil Woods & Donald Byrd",Springfield,US,US-MA,en
Philip Glass,Baltimore,US,US-MD,en
"Philip Oakey & Giorgio Moroder",Sheffield,GB,GB-SHF,en
"Phillip Bailey, Phil Collins",Denver,US,US-CO,en
"Pickin' On Series",Nashville,US,US-TN,en
Pig Destroyer,Alexandria,US,US-VA,en
Pigeon Pit,Olympia,US,US-WA,en
Pigeons Playing Ping Pong,Baltimore,US,US-MD,en
Pink Martini,Portland,US,US-OR,en
"Pino D'Angiò",Pompei,IT,IT-NA,it
Pixies,Boston,US,US-MA,en
PixiesOfficial,Boston,US,US-MA,en
Plastic Bertrand,Brussels,BE,BE-BRU,fr
Plastilina Mosh,Monterrey,MX,MX-NLE,es
Playboi Carti,Atlanta,US,US-GA,en
Playboy Manbaby,Phoenix,US,US-AZ,en
Player,Los Angeles,US,US-CA,en
Pleasure,Portland,US,US-OR,en
Pleymo,Fontainebleau,FR,FR-77,fr
Plies,Fort Myers,US,US-FL,en
Plini,Sydney,AU,AU-NSW,en
"Pluto and YK Niece",Atlanta,US,US-GA,en
Poison Idea,Portland,US,US-OR,en
Poison The Well,Miami,US,US-FL,en
Pokey LaFarge,Bloomington,US,US-IL,en
Pond,Perth,AU,AU-WA,en
Poolside,Los Angeles,US,US-CA,en
Porno for Pyros,Los Angeles,US,US-CA,en
Portishead,Bristol,GB,GB-BST,en
"Portugal. The Man",Wasilla,US,US-AK,en
Post Animal,Chicago,US,US-IL,en
Post Malone,Syracuse,US,US-NY,en
Powderfinger,Brisbane,AU,AU-QLD,en
Powerman 5000,Boston,US,US-MA,en
Preoccupations,Calgary,CA,CA-AB,en
