Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Tennessee Ernie Ford,Bristol,US,US-TN,en
Terrace Martin,Los Angeles,US,US-CA,en
Terry Reid,Huntingdon,GB,GB-CAM,en
That Petrol Emotion,London,GB,GB-LND,en
The 4 Skins,London,GB,GB-LND,en
The A-Sides,Philadelphia,US,US-PA,en
The Almost,Clearwater,US,US-FL,en
The Altons,Los Angeles,US,US-CA,en
The Andrews Sisters,Minneapolis,US,US-MN,en
"The Anxiety, Willow Smith, Tyler Cole",Los Angeles,US,US-CA,en
The Appleseed Cast,Lawrence,US,US-KS,en
The Arcs,Akron,US,US-OH,en
The Asteroid No.4,Philadelphia,US,US-PA,en
"The Avener ft. Ane Brun",Nice,FR,FR-06,en
The Backseat Lovers,Provo,US,US-UT,en
The Balfa Brothers,Mamou,US,US-LA,en
The Bar-Kays,Memphis,US,US-TN,en
The Bats,Christchurch,NZ,NZ-CAN,en
The Beau Brummels,San Francisco,US,US-CA,en
The Bled,Tucson,US,US-AZ,en
The Botticellis,San Francisco,US,US-CA,en
The Brian Jonestown Massacre,San Francisco,US,US-CA,en
The Brian Setzer Orchestra,New York City,US,US-NY,en
The Brudi Brothers,Berlin,DE,DE-BE,de
The Buttertones,Los Angeles,US,US-CA,en
The Casket Kids,London,GB,GB-LND,en
The Castells,Santa Rosa,US,US-CA,en
The Chainsmokers,New York City,US,US-NY,en
The Chakachas,Brussels,BE,BE-BRU,es
The Champs,Los Angeles,US,US-CA,en
The Charlie Daniels Band,Wilmington,US,US-NC,en
The Chats,Sunshine Coast,AU,AU-QLD,en
"The Chieftains;Jackson Browne",Dublin,IE,IE-D,en
The Chills,Dunedin,NZ,NZ-OTA,en
The Cinematic Orchestra,London,GB,GB-LND,en
The Cleverlys,Mountain View,US,US-AR,en
The Click Five,Boston,US,US-MA,en
The Coffinshakers,Roback,SE,SE-AC,en
The Congos,Kingston,JM,JM-01,en
The Cox Family,Cotton Valley,US,US-LA,en
The Del McCoury Band,York,US,US-PA,en
The Deviants,London,GB,GB-LND,en
The Dickies,San Fernando Valley,US,US-CA,en
The Durutti Column,Manchester,GB,GB-MAN,en
The Dwarves,Chicago,US,US-IL,en
The Edwards Generation,San Francisco,US,US-CA,en
The Egg,Oxford,GB,GB-OXF,en
The Egyptian Lover,Los Angeles,US,US-CA,en
The Fact,London,GB,GB-LND,en
The Flys,Coventry,GB,GB-COV,en
The Foreign Exchange,Raleigh,US,US-NC,en
The Fresh and Onlys,San Francisco,US,US-CA,en
The Friends of Distinction,Los Angeles,US,US-CA,en
The Fugs,New York City,US,US-NY,en
The Germs,Los Angeles,US,US-CA,en
The Glove,London,GB,GB-LND,en
The Go-Gos,Los Angeles,US,US-CA,en
The Gourds,Austin,US,US-TX,en
The Guests,Melbourne,AU,AU-VIC,en
The Gun Club,Los Angeles,US,US-CA,en
The Headhunters,San Francisco,US,US-CA,en
The Hood Internet,Chicago,US,US-IL,en
The Hoops Mccann Band,Los Angeles,US,US-CA,en
The Horrors,Southend-on-Sea,GB,GB-SOS,en
The House Of Love,London,GB,GB-LND,en
The Human Beinz,Youngstown,US,US-OH,en
The Ides of March,Berwyn,US,US-IL,en
"The Instruction (Rock)",London,GB,GB-LND,en
"The Internet, Jesse Boykins III",Los Angeles,US,US-CA,en
"The Internet, Mac Miller",Los Angeles,US,US-CA,en
"The Internet, Tay Walker",Los Angeles,US,US-CA,en
"The Internet, Yuna Zarai",Los Angeles,US,US-CA,en
The Jet Tones,London,GB,GB-LND,en
The Jim Carroll Band,New York City,US,US-NY,en
The Jimi Hendrix Experience,London,GB,GB-LND,en
The Jimmy Bruno Trio,Philadelphia,US,US-PA,en
"The King Khan & BBQ Show",Montreal,CA,CA-QC,en
The Kinison,Denton,US,US-TX,en
The Lively Ones,Orange County,US,US-CA,en
The Maccabees,London,GB,GB-LND,en
The Marked Men,Denton,US,US-TX,en
The Meeting Places,Los Angeles,US,US-CA,en
The Mighty Rhyeders,Miami,US,US-FL,en
The Milk Carton Kids,Eagle Rock,US,US-CA,en
The Misunderstood,Riverside,US,US-CA,en
