Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"Flyleaf","Belton","US","US-TX","en"
"The Legion Of Doom","Columbus","US","US-OH","en"
"Frank Zappa","Baltimore","US","US-MD","en"
"The Mothers","Los Angeles","US","US-CA","en"
"Captain Beefheart","Glendale","US","US-CA","en"
"Frankie Valli","Newark","US","US-NJ","en"
"Free Blood","Brooklyn","US","US-NY","en"
"Friendly Fires","St Albans","GB","GB-HRT","en"
"G-Eazy","Oakland","US","US-CA","en"
"George Lam","Hong Kong","HK","HK-HK","zh"
"Ghostland Observatory","Austin","US","US-TX","en"
"Godspeed You! Black Emperor","Montreal","CA","CA-QC","en"
"Goose","Kortrijk","BE","BE-VWV","en"
"Harold Melvin","Philadelphia","US","US-PA","en"
"Harry McClintock","Knoxville","US","US-TN","en"
"HeartsRevolution","New York City","US","US-NY","en"
"Nina Simone","Tryon","US","US-NC","en"
"Hockey","Portland","US","US-OR","en"
"Houndsmouth","New Albany","US","US-IN","en"
"Iggy Pop","Muskegon","US","US-MI","en"
"The Stooges","Ann Arbor","US","US-MI","en"
"Iglu & Hartly","Los Angeles","US","US-CA","en"
"InnerPartySystem","Mohnton","US","US-PA","en"
"It Dies Today","Buffalo","US","US-NY","en"
"J-Clutch","Miami","US","US-FL","en"
"JUNIOR SENIOR","Hinnerup","DK","DK-82","en"
"James Ingram","Akron","US","US-OH","en"
"Michael McDonald","St. Louis","US","US-MO","en"
"The Quad City DJ's","Jacksonville","US","US-FL","en"
"Jay-Z","Brooklyn","US","US-NY","en"
"Fela Kuti","Abeokuta","NG","NG-OG","en"
"Jeannie C. Riley","Anson","US","US-TX","en"
"John R. Butler","Los Angeles","US","US-CA","en"
"John Snipes","Hillsborough","US","US-NC","en"
"Julian Plenti","New York City","US","US-NY","en"
"Junior Boys","Hamilton","CA","CA-ON","en"
"Justice","Paris","FR","FR-75","en"
"Kaiser Chiefs","Leeds","GB","GB-LDS","en"
"Kesha","Los Angeles","US","US-CA","en"
"DJ Skeet Skeet","Los Angeles","US","US-CA","en"
"KiD CuDi","Cleveland","US","US-OH","en"
"MGMT","Middletown","US","US-CT","en"
"Ratatat","Brooklyn","US","US-NY","en"
"Kid Sister","Chicago","US","US-IL","en"
"Klaxons","London","GB","GB-LND","en"
"L'Impératrice","Paris","FR","FR-75","fr"
"LMFAO","Los Angeles","US","US-CA","en"
"Lady Gaga","New York City","US","US-NY","en"
"Ladyhawke","Masterton","NZ","NZ-WGN","en"
"Larry Gatlin","Seminole","US","US-TX","en"
"Liam Finn","Auckland","NZ","NZ-AUK","en"
"Eliza Jane","Sydney","AU","AU-NSW","en"
"Lil Jon","Atlanta","US","US-GA","en"
"Pastor Troy","Augusta","US","US-GA","en"
"Lonnie Liston Smith","Richmond","US","US-VA","en"
"Ludwig van Beethoven","Bonn","DE","DE-NW","de"
"Wisin","Cayey","PR","PR-CA","es"
"Yandel","Cayey","PR","PR-CA","es"
"Lykke Li","Ystad","SE","SE-M","en"
"M.O.P.","Brooklyn","US","US-NY","en"
"Funkmaster Flex","The Bronx","US","US-NY","en"
"M.I.A.","London","GB","GB-LND","en"
"Timbaland","Norfolk","US","US-VA","en"
"MSTRKRFT","Toronto","CA","CA-ON","en"
"N.O.R.E.","Queens","US","US-NY","en"
"Major Lazer","Kingston","JM","JM-01","en"
"Maldita Vecindad","Mexico City","MX","MX-CMX","es"
"Mary J. Blige","The Bronx","US","US-NY","en"
"Matt & Kim","Brooklyn","US","US-NY","en"
"Maximianno Cobra","Rio de Janeiro","BR","BR-RJ","en"
"Mercedes","New Orleans","US","US-LA","en"
"Mac","New Orleans","US","US-LA","en"
"Metro Station","Los Angeles","US","US-CA","en"
"Miike Snow","Stockholm","SE","SE-AB","en"
"Mike + The Mechanics","London","GB","GB-LND","en"
"Mike Bloomfield","Chicago","US","US-IL","en"
"Al Kooper","Brooklyn","US","US-NY","en"
"Steve Stills","Dallas","US","US-TX","en"
"Uffie","Miami","US","US-FL","en"
"Feadz","Paris","FR","FR-75","en"
"Moodymann","Detroit","US","US-MI","en"
"Mr. Scruff","Macclesfield","GB","GB-CHE","en"
"Muscles","Melbourne","AU","AU-VIC","en"
"N.A.S.A","Los Angeles","US","US-CA","en"
"N.W.A","Compton","US","US-CA","en"
"Natalie Imbruglia","Sydney","AU","AU-NSW","en"
"Neon Trees","Provo","US","US-UT","en"
"Noah and the Whale","Twickenham","GB","GB-RIC","en"
"P!nk","Doylestown","US","US-PA","en"
"P.O.D.","San Diego","US","US-CA","en"
"PANIC! At The Disco","Las Vegas","US","US-NV","en"
"Paper Route","Nashville","US","US-TN","en"
"Passion Pit","Cambridge","US","US-MA","en"
"Pat Martino","Philadelphia","US","US-PA","en"
"Sonny Rollins","New York City","US","US-NY","en"
"Percy Faith","Toronto","CA","CA-ON","en"
"Pete and the Pirates","Reading","GB","GB-RDG","en"
"Peter Bjorn & John","Stockholm","SE","SE-AB","en"
"Phillip Bailey","Denver","US","US-CO","en"
"Phil Collins","London","GB","GB-LND","en"
"Poison The Well","Miami","US","US-FL","en"
"Public Image Ltd.","London","GB","GB-LND","en"
"Q Lazzarus","Neptune","US","US-NJ","en"
"Radio 4","Brooklyn","US","US-NY","en"
"René Moore","Los Angeles","US","US-CA","en"
"Angela Winbush","St. Louis","US","US-MO","en"
"Robert Randolph","Irvington","US","US-NJ","en"
"Rocko","Atlanta","US","US-GA","en"
"Roscoe Dash","Little Rock","US","US-AR","en"
"Soulja Boy","Chicago","US","US-IL","en"
"Sub Focus","London","GB","GB-LND","en"
"Amber Coffman","Austin","US","US-TX","en"
"Salt-N-Pepa","Queens","US","US-NY","en"
"En Vogue","Oakland","US","US-CA","en"
"Say Hi","Seattle","US","US-WA","en"
"Sergio Mendes","Niterói","BR","BR-RJ","pt"
"Shadows Fall","Springfield","US","US-MA","en"
"She Wants Revenge","San Fernando Valley","US","US-CA","en"
"Shout Out Louds","Stockholm","SE","SE-AB","en"
"Skinshape","Dorset","GB","GB-DOR","en"
"Sleigh Bells","Brooklyn","US","US-NY","en"
"Songs: Ohia","Lorain","US","US-OH","en"
"Stevie Ray Vaughan","Dallas","US","US-TX","en"
"Double Trouble","Austin","US","US-TX","en"
"Suba","São Paulo","BR","BR-SP","pt"
"Cibelle","São Paulo","BR","BR-SP","pt"
"T.S.O.L.","Long Beach","US","US-CA","en"
"Taylor McFerrin","Brooklyn","US","US-NY","en"
"RYAT","Philadelphia","US","US-PA","en"
"The Avener","Nice","FR","FR-06","en"
"Ane Brun","Molde","NO","NO-15","en"
"The Bled","Tucson","US","US-AZ","en"
"Jackson Browne","Heidelberg","DE","DE-BW","en"
"The Cox Family","Cotton Valley","US","US-LA","en"
"The Edgar Winter Group","Beaumont","US","US-TX","en"
"The Friends of Distinction","Los Angeles","US","US-CA","en"
"The Hood Internet","Chicago","US","US-IL","en"
"The J. Geils Band","Worcester","US","US-MA","en"
"The Lonely Island","Berkeley","US","US-CA","en"
"The Monkees","Los Angeles","US","US-CA","en"
"The Presets","Sydney","AU","AU-NSW","en"
"The Soggy Bottom Boys","Nashville","US","US-TN","en"
"The Stanley Brothers","McClure","US","US-VA","en"
"The Wombats","Liverpool","GB","GB-LIV","en"
"Tony Bennett","Queens","US","US-NY","en"
"Walter Egan","New York City","US","US-NY","en"
"Stevie Nicks","Phoenix","US","US-AZ","en"
"Wiley","London","GB","GB-LND","en"
"Yacht","Portland","US","US-OR","en"
"Yelle","Saint-Brieuc","FR","FR-22","fr"
"Yo-Yo Ma","Paris","FR","FR-75","en"
"Bobby McFerrin","New York City","US","US-NY","en"
"Youssoupha","Kinshasa","CD","CD-KN","fr"
"deadmau5","Niagara Falls","CA","CA-ON","en"
