Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"Lane Brody and Johnny Lee",Nashville,US,US-TN,en
Lard,San Francisco,US,US-CA,en
"Larry Gatlin & The Gatlin Brothers",Seminole,US,US-TX,en
Las Dianas,Granada,ES,ES-AN,es
Laura Branigan,Brewster,US,US-NY,en
"Lautaro Scavuzzo, AWSI",Buenos Aires,AR,AR-B,es
Le Mellotron,Paris,FR,FR-75,fr
Le Pamplemousse,Los Angeles,US,US-CA,en
Le Roi Angus,Geneva,CH,CH-GE,fr
Lee Bains III & The Glory Fires,Birmingham,US,US-AL,en
Leon Vynehall,Portsmouth,GB,GB-PME,en
Les 5 Gentlemen,Corsica,FR,FR-COR,fr
Les Boots,Paris,FR,FR-75,fr
Les Capitals,Paris,FR,FR-75,fr
Les Nubians,Paris,FR,FR-75,fr
Les Ordures Ioniques,Montreal,CA,CA-QC,fr
Les Sales Majestés,Paris,FR,FR-75,fr
Les Vampires,Paris,FR,FR-75,fr
Lescop,Châteauroux,FR,FR-36,fr
"Lester Flatt and Earl Scruggs",Nashville,US,US-TN,en
Lettuce,Boston,US,US-MA,en
Levitation Room,Los Angeles,US,US-CA,en
Leño,Madrid,ES,ES-MD,es
"Liam Finn + Eliza Jane",Auckland,NZ,NZ-A
