Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Right Said Fred,East Grinstead,GB,GB-WSX,en
Rihanna,Saint Michael,BB,BB-08,en
Rise Against,Chicago,US,US-IL,en
Rob Zombie,Haverhill,US,US-MA,en
Robert Plant,West Bromwich,GB,GB-SAN,en
Robin S.,Queens,US,US-NY,en
Robin Thicke,Los Angeles,US,US-CA,en
Rod Stewart,London,GB,GB-LND,en
Romeo Santos,New York City,US,US-NY,es
Romeo Void,San Francisco,US,US-CA,en
Ronnie Milsap,Robbinsville,US,US-NC,en
Roxette,Halmstad,SE,SE-N,en
Roy Ayers,Los Angeles,US,US-CA,en
Roy Orbison,Vernon,US,US-TX,en
Run DMC,Queens,US,US-NY,en
Run The Jewels,New York City,US,US-NY,en
Rush,Toronto,CA,CA-ON,en
Rusko,Leeds,GB,GB-LDS,en
Röyksopp,Tromsø,NO,NO-54,en
SZA,St. Louis,US,US-MO,en
Sade,London,GB,GB-LND,en
Saliva,Memphis,US,US-TN,en
Sam Cooke,Clarksdale,US,US-MS,en
Santana,San Francisco,US,US-CA,en
Santigold,Philadelphia,US,US-PA,en
Sara Evans,Boonville,US,US-MO,en
Scandal,New York City,US,US-NY,en
Scatman John,El Monte,US,US-CA,en
Scientist,Kingston,JM,JM-01,en
Seal,London,GB,GB-LND,en
Sean Kingston,Miami,US,US-FL,en
Selena,Lake Jackson,US,US-TX,es
Semisonic,Minneapolis,US,US-MN,en
Senses Fail,Ridgewood,US,US-NJ,en
Sergei Prokofiev,Sontsivka,UA,UA-14,ru
Shaggy,Kingston,JM,JM-01,en
Shakira,Barranquilla,CO,CO-ATL,es
Shalamar,Los Angeles,US,US-CA,en
Shamir,Las Vegas,US,US-NV,en
Shania Twain,Windsor,CA,CA-ON,en
Shannon,Washington D.C.,US,US-DC,en
She Wants Revenge,San Fernando Valley,US,US-CA,en
Shenandoah,Muscle Shoals,US,US-AL,en
Sheryl Crow,Kennett,US,US-MO,en
Shop Boyz,Atlanta,US,US-GA,en
Shuggie Otis,Los Angeles,US,US-CA,en
Sidney Samson,Ridderkerk,NL,NL-ZH,en
Silversun Pickups,Los Angeles,US,US-CA,en
Simon Peter,London,GB,GB-LND,en
Simple Minds,Glasgow,GB,GB-GLG,en
Sinéad O'Connor,Dublin,IE,IE-D,en
Sir Charles Jones,Akron,US,US-OH,en
Sir Chloe,Bennington,US,US-VT,en
Sisqó,Baltimore,US,US-MD,en
Sister Sledge,Philadelphia,US,US-PA,en
Ska-P,Madrid,ES,ES-MD,es
Skinny Puppy,Vancouver,CA,CA-BC,en
Slade,Wolverhampton,GB,GB-WLV,en
Slayer,Huntington Park,US,US-CA,en
Sleigh Bells,Brooklyn,US,US-NY,en
Slightly Stoopid,San Diego,US,US-CA,en
Slipknot,Des Moines,US,US-IA,en
Slowdive,Reading,GB,GB-RDG,en
Snow,Toronto,CA,CA-ON,en
Soft Cell,Leeds,GB,GB-LDS,en
Soilwork,Helsingborg,SE,SE-M,en
Solange Knowles,Houston,US,US-TX,en
