Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"Johnny Nash",Houston,US,US-TX,en
"Johnny Rivers",New York City,US,US-NY,en
"Journey",San Francisco,US,US-CA,en
"Juice Newton",Lakehurst,US,US-NJ,en
"Justin Timberlake",Memphis,US,US-TN,en
"Juvenile",New Orleans,US,US-LA,en
"Kaiser Chiefs",Leeds,GB,GB-LDS,en
"Kali Uchis",Alexandria,US,US-VA,en
"Kamggarn, The Dead Pirates",London,GB,GB-LND,en
"Keith Whitley",Ashland,US,US-KY,en
"Kelis",New York City,US,US-NY,en
"Kesha",Los Angeles,US,US-CA,en
"Kid Cudi",Cleveland,US,US-OH,en
"Kim Wilde",London,GB,GB-LND,en
"Kings of Convenience",Bergen,NO,NO-46,en
"Kurtis Blow",New York City,US,US-NY,en
"L7",Los Angeles,US,US-CA,en
"LMFAO",Los Angeles,US,US-CA,en
"Lady Gaga",New York City,US,US-NY,en
"Lee Ann Womack",Jacksonville,US,US-TX,en
"Lefty Frizzell",Corsicana,US,US-TX,en
"Leikeli47",New York City,US,US-NY,en
"Lemon Jelly",London,GB,GB-LND,en
"Len",Toronto,CA,CA-ON,en
"Leon Haywood",Houston,US,US-TX,en
"Lifehouse",Los Angeles,US,US-CA,en
"Lil Boosie",Baton Rouge,US,US-LA,en
"Lil Dicky",Cheltenham Township,US,US-PA,en
"Lil Jon feat. Pastor Troy",Atlanta,US,US-GA,en
"Lil' Kim",New York City,US,US-NY,en
"Limp Bizkit",Jacksonville,US,US-FL,en
"Linda Ronstadt",Tucson,US,US-AZ,en
"Lionel Richie",Tuskegee,US,US-AL,en
"Lipps Inc.",Minneapolis,US,US-MN,en
"Little Big Town",Homewood,US,US-AL,en
"Los Angeles Philharmonic",Los Angeles,US,US-CA,en
"Los Tigrillos, Control",Monterrey,MX,MX-NLE,es
"LosDosCarnales y LosRielerosDelNorte",San Pedro,MX,MX-COA,es
"Loud",Montreal,CA,CA-QC,fr
"Ludwig van Beethoven",Bonn,DE,DE-NW,de
"Lykke Li",Ystad,SE,SE-M,en
"M.I.A.",London,GB,GB-LND,en
"MGMT",Middletown,US,US-CT,en
"Major Lazer",Kingston,JM,JM-01,en
"Maldita Vecindad",Mexico City,MX,MX-CMX,es
"Mary J. Blige",New York City,US,US-NY,en
"Mary Wander",Philadelphia,US,US-PA,en
"Matt & Kim",Brooklyn,US,US-NY,en
"Metro Station",Los Angeles,US,US-CA,en
"Miike Snow",Stockholm,SE,SE-AB,en
"Mike + The Mechanics",Dover,GB,GB-KEN,en
"Mike Doughty",New York City,US,US-NY,en
"Mikel Erentxun",Caracas,VE,VE-A,es
"Mikey Dread",Port Antonio,JM,JM-05,en
"Mildlife",Melbourne,AU,AU-VIC,en
"Milemarker",Chapel Hill,US,US-NC,en
"Milktooth",Stroud,GB,GB-GLS,en
"Mims",New York City,US,US-NY,en
"Mindy McCready",Fort Myers,US,US-FL,en
"Miniature Tigers",Phoenix,US,US-AZ,en
"Mint Royale",Manchester,GB,GB-MAN,en
"Miracle Legion",New Haven,US,US-CT,en
"Mirador",London,GB,GB-LND,en
"Mojo Nixon",Danville,US,US-VA,en
"Mommy Longlegs",Seattle,US,US-WA,en
"Moodoïd",Paris,FR,FR-75,fr
"Moods",Rotterdam,NL,NL-ZH,en
"Moodymann",Detroit,US,US-MI,en
"Moomin",Berlin,DE,DE-BE,en
"Mormor",Toronto,CA,CA-ON,en
"Moses Gunn Collective",Brisbane,AU,AU-QLD,en
"Mr. Bungle",Eureka,US,US-CA,en
"Mr. Mister",Phoenix,US,US-AZ,en
"Mr. Scruff",Macclesfield,GB,GB-CHE,en
"Mt. Joy",Philadelphia,US,US-PA,en
"Mtume",Philadelphia,US,US-PA,en
"Mulatu Astatke",Jimma,ET,ET-OR,en
"Muscles",Melbourne,AU,AU-VIC,en
"MusicBox",Los Angeles,US,US-CA,en
"Mystic Braves",Los Angeles,US,US-CA,en
"Mötley Crüe",Los Angeles,US,US-CA,en
"N.A.S.A",Los Angeles,US,US-CA,en
"N.W.A",Compton,US,US-CA,en
"N.W.A.",Compton,US,US-CA,en
"NIU HMB",Humboldt,US,US-TN,en
